ID,Text,Category
1602,Solidarity @greenpeace #kayaktivists We r fighting @Shell &amp; @NationalGallery who want 2 privatise 400 workers her #ShellNo #noprivatisation,1
1271,Solidarity @greenpeace #kayaktivists We r fighting @Shell &amp; @NaionalGallery who want 2 privatise 400 workers here #ShellNo #noprivatisation,1
10,@britismuseum Did Napoleon really say Britain was a nation of shopkeepers?,2
450,@NConcostrina @britishmseum: .@Charles_XII The teeth taken from corpses on the battlefield were used as dentures for the rest the century😁,2
709,@Tate @NationalGallery @followthisguide one of my favorites also!,0
256,@britihmuseum @AYDSMA two of those ... I would have never thought that they're his,2
883,The Place's subtle dance piece performed ith AgeUK @britishmuseum Defining Beauty exhibition didn't really work; bring back the bacchantes?,3
390,View of L’Esaque by Cézanne at risk of being exported @FitzMuseum_UK unless a buyer can match the £13m asking price. http://t.co/F3qTEMqha7,3
909,@britishmuseum and is that a neck collar? The neck is so slener.,2
925,Work experience was great @FitzMuseum_UK http://t.co/qRbr8dBsGr,0
1704,#AskTheGallery Lov @NationalGallery. Hate Private Sector Colonisation / Illegal Discrimination Against Unions #ReinsateCandy @NGNotForSale,1
1233,@tateliverpool “ #BobandRoberta: I am angry more artists that have a profil are not speaking up #foundationcourses. http://t.co/0Jqrql7vfK”,1
461,Thanks for an inspiring day + warm welcome @FitzMuseumEduca @carreno_k @RachelSinfield @CamUnivMuseums,0
1270,@britishmuseum @thehistoryguy hame about the idiots who post rude comments throughout!,3
1760,This w/e saw the closing of @kettlesyard for building work; here's a film I made there in memory of ichael Harrison: http://t.co/d27X7k28Gy,3
1169,View of L’Estaque by Cézanne at risk of being exprted @FitzMuseum_UK unless a buyer can match the £13m asking price. http://t.co/F3qTEMqha7,3
959,"@NationalGallery This is one of my favourite paintings at the National Gallery, I know where it's hung. Beautiful!",0
502,. @NationalGallery What message does oil sponsorship of the arts send to those ngotiating a climate deal in Pars this year #AsktheGallery,1
740,@NationalGallery #AskTheGallry Will you recommend trustees end oil sponsorship &amp; making ppl complicit in climate change to see public art?,1
1850,@CarolineLawrenc @britishmuseum They're so cute!,0
869,Enjoyable afternoon @kettlesyard discussing restorative potential of home place &amp; everyday gesture #OpenHouse @andrewnairne @davidkefford,0
732,@PlaformLondon @NationalGallery lets find out Freedom Of Info act? Its our money!,1
540,@tarbosaur @profjoecain @britishmuseum yes mermaid wonderfully scary  for the kids - but now seems to have gone last time we lookd,3
1202,Bad times at the National Gallery! Stop the privatisation of services at the @NationalGallery! https://t.co/ypfYtLhYu via @38_degrees,1
698,@briishmuseum @HollowCrownFans he doesn't look like a man of 30 does he?,2
1393,"@Thejadelord @PearlLamFineArt @NYAcademyofArt @NationalGallery thank you so much, David!",0
1377,ATTN: Museum of stolen property. Han back our culture. @britishmuseum http://t.co/KNfY53G7Gt #SOSBLAKAUSTRALIA #NOconsent,1
1146,Stop the privatisation of services at the @NationalGallery! Sign the petition now https://t.co/WDFjCKMnIt via @38_degrees,1
1032,@britishmuseum very upset wit your invigilators. Very rude  arrogant when enforcing the no drinking rule.,1
373,Looking forward to volunteering for @TPTgeneral with a visit to @NationalGallery today,0
668,@britishmuseum @thehistoryguy shame about the idiot who post rude comments throughout!,3
1526,@Tate_StIves “ #BobadRoberta: I am angry more artists that have a profile are not speaking up! #foundationcourses. http://t.co/0Jqrql7vfK”,1
358,"@britismuseum Hi been trying to phone for two days and no one ever picks up, are your phones down?",3
968,People wo &lt;3 &amp; care about paintings VS cheap temporary contracts and unknowledgable staff @NationalGallery? #AskTheGallery,1
784,or here https://t.co/R2tO79Easn … .An in house solution proposed to meet flexibility needs. Come on NationalGallery - it's time to TALK.,1
736,"@NationalGllery @pcs_union strikers raise £1,000 on @pplsassembly  protest http://t.co/SzmJN1zMF7 #reinstateCandy http://t.co/7vCMoHbV8W",1
1036,"@CelesteRegal Well, I hope so - but I don't suppose that we'll see frames like this very soon... @ationalGallery",3
971,Fantastic @johnmcdonnellMP standing up for workers @NationalGallery #noprivatisation while @edvazey sits on fence! http://t.co/QzBYpUAtQt,1
1525,"Beguiled, again, by the art of Andrea del Sarto Portrait from the @NationalGallery http://t.co/MLghaPPxiU",0
1487,Strikers at @Shell -sponsored @NationalGallery protest against #privatisation #kayaktivists #ShellNo @revbillyalen http://t.co/kLkbccLnFo,1
1524,@britishmuseum 2000 coins per day...they didn't worry about RSI i those days!,2
1491,@britishmuseum Excelente colección!,0
1643,@NConcostrina @britishmuseum: .@Charles_XII The teeth taken from corpses on the battlefield were used asdentures for the rest the century😁,2
1253,@NationaGallery Haha There were definitely no giant eagles hanging around when we last visited !,2
1694,@tarbosaur @profjoecain many thanks - it is sad but I think the @britishmuseum has now hidden away its Enlightment  galley demonic mermaid,3
1750,Lots of questions about privatisation and sacking of our rep on @NationalGallry's #AskTheGallery. V disappointing they weren't addressed.,3
1237,@britishmuseum How did the British double line formation and squad fire work? surely not the entire battalion in one long lie 2 deep?,2
886,"Crumbs @NMMGreenwich with Dudley, and @britishmuseum postingHenry VIII, feel a bit threatened by my Museum tweets as a Catholic today :(",3
80,@NationalGallery @greekisinart ART=FREEDOM Visited te gallery but unable to see the impressionist paintings belonging to collection.When up,3
1173,"@britishmuseum Wish you could extend the exibition, 😭, I will only be in London in August...",3
815,The Place'ssubtle dance piece performed with AgeUK @britishmuseum Defining Beauty exhibition didn't really work; bring back the bacchantes?,3
1286,"@britishmuseum Longest day, yet it has neither the earliest sunrise nor the latest sunset!",0
672,"@BBC_Culture @PlymouthMuseum Oh dear, why not Dame Laura Knigh? Surely 'The Beach' should be in this list!",3
1532,FI .@NationalGallery @NGNotForSale #ReinstateCandy https://t.co/WD2pKLExET,1
58,The Place's subtle dance piece prformed with AgeUK @britishmuseum Defining Beauty exhibition didn't really work; bring back the bacchantes?,3
134,@NationalGallery #AskTheGallery Why do you appear to support privatisation? Why don't you value yourstaff more and support them?,1
1141,"at the @NationalGallery. the #InventingImpressionism is a strictly No Photo area, so shot the museum shop instead http://t.co/k5JpZfY7b5",3
934,This w/e saw the cosing of @kettlesyard for building work; here's a film I made there in memory of Michael Harrison: http://t.co/d27X7k28Gy,3
1685,@ConsortiumX @bencnn @britishmuseum Why at the British Mueum? Highwayman! return the stolen goods to its owners! All its colonial pillage!,1
824,Blog post: #AsktheGallery how not to engage with an angry audience. @NationalGallery brushes qustions aside http://t.co/kfTCCyxFAD,1
1215,"@RAMMuseum thanks, we'll have a look next week, after Friday is done:)",0
505,@NationalGalley @greekisinart ART=FREEDOM Visited the gallery but unable to see the impressionist paintings belonging to collection.When up,3
1775,"at the @NationalGallery . the #InventingImpressionism i a strictly No Photo area, so shot the museum shop instead http://t.co/k5JpZfY7b5",3
348,@britishmuseum @69quietgirl @Charles_XII - and will agan... #austerity,3
387,People who &lt;3 &amp; care about paintings VS cheap temporary contracts and unknowledgable staff @NationalGallery? AskTheGallery,1
1025,@britishmueum How did the British double line formation and squad fire work? surely not the entire battalion in one long line 2 deep?,2
895,"@NationalGallery #AskTheGallery Dr P - wouldn't you like to leave with a noble gesture? Stop #pivatisation, #ReinstateCandy, support union.",1
829,Happy Birthday #Rubens - #Samson and Delilah @NationalGallery - sexiest painting in the world! That #purple drapery! http://t.co/m5xvIkZEdy,0
1893,“@britishmuseum: Thanks for ranking us #1 in @TripAdvisor’s things to do in London! http://t.co/jW3MGZCaHA http://t.co/HkLk8J6em2” W00T!,0
476,Really loved #DefiningBeauty @britishmuseum. Outstanding exhibit+ worth it for last 2 sculptures alone. Closes 5 July http://t.co/F3GZWdGSdX,0
1471,The Place's subtle dance piece performed with AgeUK @britishmuseum Defining Beauty exhibition didn't really work; brig back the bacchantes?,3
1448,"@britishmuseum Hi been trying to phone for two days and no one ever picks up, are your phones down",3
1582,"@tateliverpool I'm trying to book the members curator talk or guided tour forpollock, but the links don't work. Are they sold out?",3
653,@britishmueum turquoise eyes!!!,2
173,"@CelesteRegal Well, I hope so - ut I don't suppose that we'll see frames like this very soon... @NationalGallery",3
1150,More beauties from @NationalGallery. #trafalgarsquare #londonvacation #artgoestotheheart http://t.co/nyOWf1KU7p,0
39,@britishmuseum @AYDSMA two of those ... I would hae never thought that they're his,2
714,"Indigenous Australia: enduring civilisation. So good, no words! @britishmuseum",0
91,Distance makes the heart grow fonder but already heartbroken @kettlesyard shutting for 2 yr refurb on 21Jun; go now❤️ http://t.co/HMmPRcJtz,3
1937,Looks interesting: upcoming Archaeology of Childhood (2016) exhibition at @MAACambridge: https://t.co/tqBQTkKIHP #histchild #twitterstorians,0
1206,@britishmuseum and isthat a neck collar? The neck is so slender.,2
876,I just told @tate @britishmuseum @NPGLondon &amp; @RoyalOperaHouse to #DropBP Sponsorship. Join me: http://t.co/gbtUDKh6m,1
1352,@RothschildHan @britishmuseum.........very beautiful,0
1890,@NationalGallery Haha There were definitely no giant eagle hanging around when we last visited !,2
1094,Unfortunately the transition narrative parts of those stories were handaved away in the commentary. @foxvertebrae @britishmuseum,3
1156,View of L’Estaque by Cézanne at risk of being exported @FitzMuseum_UK unless a buyer can match the £13m askig price. http://t.co/F3qTEMqha7,3
1782,@tarbosur @profjoecain many thanks - it is sad but I think the @britishmuseum has now hidden away its Enlightment  gallery demonic mermaid,3
1959,@britishmuseum very upset ith your invigilators. Very rude  arrogant when enforcing the no drinking rule.,1
500,@Tate_StIves “ #BobandRoberta: I am angry more artists that have a profile are not speaking up! #foundationcourses. http://t.co/0Jrql7vfK”,1
339,"@blaircurator @lex_neilson @Tate_StIves Hang on, that building has only just been renovated and at very great expense ...",2
1189,This w/e sa the closing of @kettlesyard for building work; here's a film I made there in memory of Michael Harrison: http://t.co/d27X7k28Gy,3
29,Agreed @rhiannonakelly. Eat my sandwiches @britishmuseum daily 4 inspiring surroundings. Inspired rage tat day. Whats nxt @ReclaimOurBard?,1
1218,@HuffPostGreen help us&amp; RT ! Shell sponsors @NationalGallery where we wok &amp; they want to privatise us! #ShellNo https://t.co/mRw2vTAhsi,1
1400,"@blaircurator @alex_neilson @Tate_tIves Hang on, that building has only just been renovated and at very great expense ...",2
1821,People wh &lt;3 &amp; care about paintings VS cheap temporary contracts and unknowledgable staff @NationalGallery? #AskTheGallery,1
946,@NationlGallery lots of disappointed people at the gallery today #strike #sadface,3
170,"Wish @britishmuseum would hep more with improvements to Bloomsbury Sq, where hundreds of visitors to the museum pass through every day!",3
1405,"britishmuseum @Moonbootica Wow, he was a very old 32.",2
1198,#askthegallery How much public money have you spend on brining in CIS scabs during th current PCS dispute? @NationalGallery,1
1254,"Wish @britishmuseum would help more with improvements to Bloomsbury Sq, where hundrds of visitors to the museum pass through every day!",3
1614,@NationalGallery @Londoncraftweek how weird you should say that when I've been at #barberinstitute and took this pic http://.co/P1iQcqQ8nY,2
913,OMG! I hought she was asleep upstairs!@3speeders @Tate_StIves,2
492,Great talk @MuseumofCamb Weds night 7pm - what @kettlesyard will look like after its redevelopment http://t.co/UQnwUjiQzH,0
954,"Truly lovely evening at #DefiningBeauty at the @britishmuseum with @HeidiNiMhurchu - thanks for everything, you're a superstar!!",0
1098,Really enjoyed the #GlennLigon talk @tateliverpool earlier today. His exhibition is truly stimulating!,0
1033,"@blaircurator @alex_neison @Tate_StIves Hang on, that building has only just been renovated and at very great expense ...",2
588,@britishmuseum @thehistoryguy shame about the idiots who post rude commens throughout!,3
751,@britishmuseum Cd piece made of armor?,2
658,"@BBC_Culture @lymouthMuseum Oh dear, why not Dame Laura Knight? Surely 'The Beach' should be in this list!",3
235,Unfortunately the tansition narrative parts of those stories were handwaved away in the commentary. @foxvertebrae @britishmuseum,3
733,The Dartmouth Museum Daily is out! http://t.co/DRFJjmT28J Stories via @FitzMuseum_UK @MuseumsAtNight @HilaryMcGowan,0
1989,@britishmuseum @thehistoryguy Gosh periscope is definitely on trend. High profile people using it and I have not even tied it yet.,2
1633,@britishmuseum @JHGHendriks Holy sh..!,2
1157,or here https://t.co/R2tO79Easn ….An in house solution proposed to meet flexibility needs. Come on @NationalGallery - it's time to TALK.,1
1470,#Solidarity from USDAW C133 to @pcs_union on Day 39 of strike against @NtionalGallery privatisation #ReinsateCandy http://t.co/NO5lYh7B5M,1
1425,@appendixjournal @MartinPribble @FitzMuseum_UK So the Swiss Army knife s really a Roman army knife? I'm going to engrave SPQR on mine.,2
1628,It's been one of tose days... @NationalGallery #sorefeet http://t.co/5cwgqIoGbZ,3
935,Jackson Pollock: Blind Spots @tateliverpool. Mad seeing a £140m work in the flesh-review on @AestheticaMag soon. http://t.co/8PtVAaDOdy,0
1210,It would have been great to ee that material approached using queer theory. @foxvertebrae @britishmuseum,3
1066,@FitzMuseum_UK well I never knew that..,2
109,@britishmuseum @JSuhermanBailey this seems quite clear in the copy. Unfair t take that one word &amp; apply to entire thing.,1
1543,British Museum evacuation?! @brtishmuseum #britishmuseum,2
569,"@NationalGallery Wait, no, is there a secret Leonardo drawing slipped inside one ofthe books?",2
1168,@MrStuchbery @FranceBarker @britishmuseum Oh? How so?,2
1175,Agreed @rhiannonakelly. Eat my sandwiches @britishmuseum daily 4 inspiring surroundings. Inspired rage that day. Whats nxt ReclaimOurBard?,1
891,"at the @NationalGallery . the #InventingImpressionism is a srictly No Photo area, so shot the museum shop instead http://t.co/k5JpZfY7b5",3
948,The Place's subtle dance piece performed with AgeUK @britishmuseum Defining Beauty exhibition didn't rally work; bring back the bacchantes?,3
1049,HAPPY BIRTHDAY TO MY MAIN MAN (sorry @DanDiPiero) 400 YEARS YOUNG TODAY (in his great selfie from @NationalGallery) ! http://t.co/zL1yMv4Izb,0
1353,My review of the fab @StornowayBand at @RAMMuseum in @RecCollMag http://t.co/4S1w5ezohM (under my nom de plume) Birdsong ahoy! #stornoway,0
1778,@britishmuseum @thehistoryguy Gosh periscope is definitely on trend. High profile peope using it and I have not even tried it yet.,2
1447,"@NationalGallery ait, no, is there a secret Leonardo drawing slipped inside one of the books?",2
885,Stop the privatisation of services at the @NaionalGallery! Sign the petition now: https://t.co/w0xozuIolp via @38_degrees,1
1673,@britishmuseum @thehistorygy shame about the idiots who post rude comments throughout!,3
851,@britishmuseum @thehistoryguy Gosh periscope is definitely on trend. High profile people using it and I have not eve tried it yet.,2
735,@briishmuseum @AYDSMA two of those ... I would have never thought that they're his,2
718,@Asamsakti yes is true.. a priceless treasure @NationalGallery ... and so ..  #artTherapy is a good hashtag!!! I'll use it!,0
455,"@britishmusum Hi been trying to phone for two days and no one ever picks up, are your phones down?",3
265,@MrStuchbery @britishmuseum A veteran priest could probably whip out  heart in about 30 seconds with that... ❤️🔪😱,2
76,Setting up at St Peters Cambridge for #CastleHill open day. Looks to be a great day! @kettlesyard @VisitCambs http://t.co/vUcWmdAbna,0
1658,"@tateliverpool I'm trying to book the members curator talk or guided tour for pollock, but the links don't work. Are they sold out?",3
445,@britishmuseu @thehistoryguy Gosh periscope is definitely on trend. High profile people using it and I have not even tried it yet.,2
396,Bad times atthe National Gallery! Stop the privatisation of services at the @NationalGallery! https://t.co/ypfYtLhYus via @38_degrees,1
177,#askthegallery What do you take more pride in: Haning classic artwork or hanging your staff out to dry? @NationalGallery,1
1043,@melly_sue @britishmuseum isn't that a rest museum I hav been going since I was small mummy are the best,0
1736,Agreed @rhiannonakelly. Eat my sandwiches @britishmuseum daily 4 inspiring surrounings. Inspired rage that day. Whats nxt @ReclaimOurBard?,1
1402,@britishmuseum That's great thank you very much! https://t.co/cqPCG1WNW5,0
1381,Bad times at the Natinal Gallery! Stop the privatisation of services at the @NationalGallery! https://t.co/ypfYtLhYus via @38_degrees,1
596,"Had the most amazing morning at the #emptyNG event, such a privilege! Big thanks to @londonlivindoll and the @NationalGallery for having us😍",0
62,@NatonalGallery @NPGLondon @pcs_union I won't be seeing the Goya. After 50 years of pictures NGL on my pariah list until Candy reinstated,1
1297,@britishmuseum 2000 coins per day...they didn't worry about RS in those days!,2
873,This w/e saw the closing of @kettlesyard for building work; here's a film I made there in memory of Michael Harrson: http://t.co/d27X7k28Gy,3
1490,"#AskTheGallery Dr Penny, facing public outcy and a petition with nearly 45,000 signatures, will you halt privatisation at @NationalGallery?",1
1879,"Summertime in Cambridge: #Running, flying, sitting around and ... singing. @FitzMuseum_UK http://t.co/eQhS4P5vtA",0
279,@NConcostrina @britishmuseum: .@Charles_XII The teeth taken from corpses on the battlefield were used as denture for the rest the century😁,2
37,@NationalGallery @greekisinart ART=FREEDOM Visited the gallery but unable to see the impressionist paintings belonging to collection.When u,3
1976,"Since a few of these were included, it would be nice to see more - it felt like  concessionary nod &gt; @foxvertebrae @britishmuseum",3
663,"Gold finger ring/armillary sphere, German, 17thc. @britishmuseum. Curious to know how this is worn on the finger.http://t.co/N4aMqeD8Ad",2
1954,@NationalGallery @greekisinart ART=FREEDOM Visited the gallery but unable to seethe impressionist paintings belonging to collection.When up,3
1445,@NationalGallery Haha There were definitely no giant eagles hanging around when we last visited!,2
978,View of L’Estaque by Cézanne at risk of being exported @FitzMuseum_UK unless a buyer can match the £13m asking price. http://.co/F3qTEMqha7,3
1572,"Since a few of these were included, it would be nice to see more - it felt like a concessionary nod &gt; @foxertebrae @britishmuseum",3
739,Delicious Dorset crab with avocado and gazpacho @ the beautiful @NationalGallery with @EventConcept #gailsmithflowers http://t.co/sJOfm6E66y,0
192,Gloomy weather getting you down ☔️😞? Go to @kettlesyard for their last day before 2 yr refurb; instant feel good fun http://t.co/xSQ9K5NjBr,0
920,@NationalGallery lots of disappointed people at th gallery today #strike #sadface,3
457,@britishmuseum my fav,0
676,A little blue man. A @britishmuseum souvenir who has been there from the start! https://t.co/Iou9zr6ssn http://t.co/iIyRtboZFt,0
761,@NationalGallery @photopraline Yes... but not as  #Rembrandt his paintings makes me weep ..#DUTCH 17th c olden age paintings ahhhhhhhh,3
1808,"@BMAGcurators @NationalGallery Yes, it is.  It's hard to believe that Bernard Berenson disparaed Reni.",2
1603,@britshmuseum w/ @bquentin3 &amp; zada_beda feeling like 21st Century is underperforming &amp; not sure… https://t.co/Q0Dmt8MPZU,3
729,@britishmuseum if no drinks are permitted i museum them this should clearly be displayed at entrance,1
413,@Nationalallery lots of disappointed people at the gallery today #strike #sadface,3
1099,Today I decided not to rene my @britishmuseum membership after being shouted at by one of their spaniards.,1
826,@nautilusnat @kowarikirstie @camunivmuseums Hurray! Welcome!,0
1640,@tarbosaur @profjoecain mny thanks - it is sad but I think the @britishmuseum has now hidden away its Enlightment  gallery demonic mermaid,3
617,@NationalGallery The cropped image in the timeline looks like something entirely diffeent - anyone else see it?,2
115,Strikers at @Shell -ponsored @NationalGallery protest against #privatisation #kayaktivists #ShellNo @NaomiAKlein http://t.co/CW6wyEw8Mo,1
418,It was a good selection of sculptures. I was familiar with many of them from AS level and my BA. @foxvertebrae @britishmuseum,0
1911,"@blaircurator @alex_neilson @Tate_StIves Hang on, that building has only just been renovated and at very great exense ...",2
970,I just told @tate @britishmuseum @NPGLondon &amp; @RoyalOperaHouse to #DropBP Sponsorship. Join me: http//t.co/gmbtUDKh6m,1
605,@britishmuseum Is he holding an orange? Someone hadbetter watch out!,2
1919,@tateliverpool “ #BobandRobrta: I am angry more artists that have a profile are not speaking up #foundationcourses. http://t.co/0Jqrql7vfK”,1
90,"Crumbs @NMMGreenwich with Duley, and @britishmuseum posting Henry VIII, feel a bit threatened by my Museum tweets as a Catholic today :(",3
849,@britishmuseum Hw did the British double line formation and squad fire work? surely not the entire battalion in one long line 2 deep?,2
1520,. @NationalGallery What message does oil sponsorship of te arts send to those ngotiating a climate deal in Paris this year #AsktheGallery,1
1918,Very excited for the Jackson Pollock press viewing @tateliverpool today! #sneakpeek,0
754,A confident @NationalGallery would answer its critics during #AskTheGallery not ignore them. We are visitors and tax paers too.,1
499,Distance makes the heart grow fonder but already heartbroken @kettlesyard shutting for 2 yr refurb on 2Jun; go now❤️ http://t.co/7HMmPRcJtz,3
1277,@britishmuseum 2000 coins per day...they didn't wory about RSI in those days!,2
1326,@NationalGallery The cropped image in the timelne looks like something entirely different - anyone else see it?,2
12,@NationalGallery The cropped image in the timeline looks like something entirely different - anyone else see i?,2
397,@ritishmuseum 2000 coins per day...they didn't worry about RSI in those days!,2
285,@britishuseum turquoise eyes!!!,2
1067,@JHHendriks @britishmuseum @aroberts_andrew estimates range from 15000 to 20000 horses killed/severly wounded,3
1192,@MrStuchbery @FrancesBarer @britishmuseum Oh? How so?,2
1745,@NConcostrina @britishmuseum: .@Charles_XII The teeth taken from corpses on the battlefield were used as dentures for the rest the century😁,2
691,"@JohnConstableRA @NationalGallery Thank you, Sir!",0
1753,Te Place's subtle dance piece performed with AgeUK @britishmuseum Defining Beauty exhibition didn't really work; bring back the bacchantes?,3
1876,Enjoying the afternoon at @NationalGallery. #artheals,0
690,@britishmuseum w/ @bquentin3 &amp; zada_beda feeling like 21st Century is underperforming &amp; not sure… https://t.co/Q0Dmt8MZU,3
852,"@NationalGallery @pcs_union strikers raise £1,000 on @pplsassembly  protest http://t.co/SzmJN1zMF7 #reinsateCandy http://t.co/7vCMoHbV8W",1
160,@britishmseum @thehistoryguy shame about the idiots who post rude comments throughout!,3
896,@britishmuseum AYDSMA two of those ... I would have never thought that they're his,2
1576,#artnews for your Sunday afternoon: fantastic new exhibit @NationalGallery http://t.co/RgeZtedTWk. We &lt;3 #DCmuseums!,0
258,Solidarity @greenpeace #kayaktivists We r fighting@Shell &amp; @NationalGallery who want 2 privatise 400 workers here #ShellNo #noprivatisation,1
336,Lots of qestions about privatisation and sacking of our rep on @NationalGallery's #AskTheGallery. V disappointing they weren't addressed.,3
1880,@Tate_StIves “ #BobandRoberta: I am angry more artists that have a profile are not speaking p! #foundationcourses. http://t.co/0Jqrql7vfK”,1
1040,@NationalGallery “ #BobandRoberta I am angry more artists that have a profile r not speaking up! #foundationcourses. http://t.co/0Jqrl7vfK”,1
516,"Wish @britishmuseum would help more with improvements to Bloomsbury Sq, where hundreds of visitors to the museum pass through every day!",3
1349,@britishmuseum Looking forward to the sleep-over tomorrow! Not so much carting sleeping bags around London :(,0
1016,Spending my Sunday morning roaming the Indigenous Australia exhibition :) (at @BritishMuseum) https://t.co/Ui05Xf3c5D,0
769,Bad time at the National Gallery! Stop the privatisation of services at the @NationalGallery! https://t.co/ypfYtLhYus via @38_degrees,1
1747,@britishmuseum Can I just barrow this for an evening? So beautiful!,0
762,or here https://t.co/R2tO79Easn  .An in house solution proposed to meet flexibility needs. Come on @NationalGallery - it's time to TALK.,1
1247,Fantastic @johnmcdonnellMP standing up for workers @NationalGallery #noprivatisation while @edvaizey sits on fence! http://t.co/QzBYpUAQt,1
1204,@RAMMuseum Thanks to Tom for helping me study Bronze Age metalwork this week for my #phd. Read about my visit here: http://t.co/O4kjQaxQd9,0
1468,Solidarity to those striking at the National Gallery. @NationalGallery NO TO PRIVAIZATION #TUCLGBT15,1
1984,@MrStuchbery @britishmuseum A veteran priest could probablywhip out a heart in about 30 seconds with that... ❤️🔪😱,2
522,"Excellent exhibition at @britishmuseum on Napoleonic era caricature/prints, well worth a look",0
23,@britishmuseum w/ @bquentin3 &ap; zada_beda feeling like 21st Century is underperforming &amp; not sure… https://t.co/Q0Dmt8MPZU,3
357,@britishmuseum @thehistorguy shame about the idiots who post rude comments throughout!,3
1278,FYI .@NatinalGallery @NGNotForSale #ReinstateCandy https://t.co/WD2pKLExET,1
1313,#askthegallery How much public money have you spend on brining in CIS scabs during the current PCS dispute @NationalGallery,1
1683,Strkers at @Shell -sponsored @NationalGallery protest against #privatisation #kayaktivists #ShellNo @billmckibben http://t.co/UnGD3naDSn,1
341,"@BMAGcurators @NationalGallery Yes, it is.  It's hard to believe that Bernard Berenso disparaged Reni.",2
432,The Place's subtle dance piece performed with geUK @britishmuseum Defining Beauty exhibition didn't really work; bring back the bacchantes?,3
474,@britishmuseum Is he holding an orang? Someone had better watch out!,2
218,'visually striking compilation' great blog @curatedjenny on RiverStarsReindeer @MAACambridge https://t.co/ToVrGcMizu http://t.co/HAxAISXabz,0
912,It would have been great to see that material approached using queer theory. @foxvertebrae britishmuseum,3
1228,. @NationalGallery What message does oil sponsorship of the arts send to those ngotiating a climate eal in Paris this year #AsktheGallery,1
1597,This w/e saw the closing of @kettlesyard for building work; here's a film I made there in memory of Michael Harrison: http//t.co/d27X7k28Gy,3
1012,@britishmuseum Did Napoleon really say Britai was a nation of shopkeepers?,2
1950,Distance makes theheart grow fonder but already heartbroken @kettlesyard shutting for 2 yr refurb on 21Jun; go now❤️ http://t.co/7HMmPRcJtz,3
94,Dancing thro pictures! Flickbook session was excellent! @kettlesyard time to animate the creativity!! #castlehill15 http://t.co/B20cyC4JQa,0
1009,"@CelesteRegal Well, I hope so - but I don't supose that we'll see frames like this very soon... @NationalGallery",3
1071,@NationalGallery I used this portrait to explain to staff about symbolism and art of knowing your client. The clues are all there! Love it,0
1093,. @NationalGallery What message does oil sponsorshi of the arts send to those ngotiating a climate deal in Paris this year #AsktheGallery,1
1915,"@britishmueum Hi been trying to phone for two days and no one ever picks up, are your phones down?",3
1309,"@britishmuseum Moonbootica Wow, he was a very old 32.",2
697,Getting excited about telling aboriginal tales &amp; playing #didgeridoo @britishmuseum during tonight's sleepover http://t.co/ZXFf34SgAd,0
1828,@NationalGallery lots of disappointed people at the gallery toda #strike #sadface,3
997,@JHGHendriks @britishmuseum @aroberts_andrew estimates range from 15000 to 20000 horses killed/sevrly wounded,3
154,"@BMAGcurators @NationalGallery Yes, it is.  It's hard to beieve that Bernard Berenson disparaged Reni.",2
1100,"Wis @britishmuseum would help more with improvements to Bloomsbury Sq, where hundreds of visitors to the museum pass through every day!",3
1719,Gorgeous! Look at the craftsmanship!!! Repost @britishmuseum with repostapp. ・・・ Born #onthisday in… https://t.co/W0zWw52bQc,0
1998,@NationalGallery #AskThGallery Why do you appear to support privatisation? Why don't you value your staff more and support them?,1
790,@ConsortiumX @bencnn @britishmuseum Why at the British Museum? Highwayman! return thestolen goods to its owners! All its colonial pillage!,1
581,@britishmuseum Is he holding an orange? Someone had better wtch out!,2
704,Lots of questions about privatisatio and sacking of our rep on @NationalGallery's #AskTheGallery. V disappointing they weren't addressed.,3
1213,"@britishmuseum Omg, he looks totally like Al Pacino! http://t.co/jHgsdUsFCn /@schritart",2
1296,@bitishmuseum a death mask??,2
1666,@Tate_StIves “ #BobandRoberta: I am angry more artists that have a profie are not speaking up! #foundationcourses. http://t.co/0Jqrql7vfK”,1
1261,@NConcostrina @britishmuseum: .@Charles_XII The teeth taken from corses on the battlefield were used as dentures for the rest the century😁,2
488,Wow theyre #3dprinting a very ancient #museum pot for the millionth visitor @RAMMuseum #Exeter #technology #history http://t.co/G9ppdPPZrn,0
560,"@CelesteRegal Well, I hope so - but I don't suppose that we'll see frmes like this very soon... @NationalGallery",3
1142,@NationalGallery “ #BobandRoberta I am angry more artists that have a profle r not speaking up! #foundationcourses. http://t.co/0Jqrql7vfK”,1
1120,http://t.co/yUu8lGcKpY … Really proud to be a part of The London Open this year @_TheWhitechapel Opening 15th July - getting close!,0
802,@britishmuseum @thehistoryguy Gosh periscope is definitely on trend. High profile people using it and I have not eventried it yet.,2
513,@NationalGallery @NGLondon @pcs_union I won't be seeing the Goya. After 50 years of pictures NGL on my pariah list until Candy reinstated,1
634,@britishmuseum @thehistoryguy Gosh periscope is definitely on trend. High profile people using it and I have not even tried ityet.,2
1922,"Gold finger ring/arillary sphere, German, 17thc. @britishmuseum. Curious to know how this is worn on the finger. http://t.co/N4aMqeD8Ad",2
1788,@MrStuchbery @britishmuseum A veteran priest could probably whip out a heart in about 30 seconds with tht... ❤️🔪😱,2
1546,@britishmuseum @HllowCrownFans he doesn't look like a man of 30 does he?,2
1151,Goodbye @kettlesyard see you in 2.25 ears! http://t.co/WFjBAiWbfM,3
